Distance (mm)	Counts
0.0	33.0
0.2	42.0
0.4	77.0
0.6	157.0
0.8	229.0
1.0	312.0
1.2	475.0
1.4	519.0
1.6	577.0
1.8	564.0
2.0	548.0
2.2	419.0
2.4	304.0
2.6	210.0
2.8	98.0
3.0	78.0
3.2	46.0
3.4	31.0
3.6	31.0
3.8	21.0
4.0	12.0
4.2	17.0
4.4	19.0
4.6	12.0
4.8	18.0
5.0	17.0
5.2	10.0
5.4	9.0
5.6	13.0
5.8	10.0
6.0	6.0
6.2	12.0
6.4	21.0
6.6	14.0
6.8	19.0
7.0	20.0
7.2	26.0
7.4	24.0
7.6	25.0
7.8	61.0
8.0	88.0
8.2	173.0
8.4	252.0
8.6	389.0
8.8	484.0
9.0	522.0
9.2	562.0
9.4	542.0
9.6	488.0
9.8	363.0
10.0	233.0
10.2	159.0
10.4	79.0
10.6	36.0
10.8	35.0
11.0	18.0
11.2	18.0
11.4	12.0
11.6	14.0
11.8	4.0
12.0	7.0
12.2	7.0
12.4	12.0
12.6	13.0
12.8	6.0
13.0	10.0
13.2	11.0
13.4	11.0
13.6	5.0
13.8	7.0
14.0	11.0
14.2	3.0
14.4	9.0
14.6	9.0
14.8	3.0
15.0	9.0
