Distance (mm)	Counts
0.0	263.0
0.2	380.0
0.4	437.0
0.6	527.0
0.8	547.0
1.0	491.0
1.2	413.0
1.4	280.0
1.6	198.0
1.8	105.0
2.0	66.0
2.2	55.0
2.4	33.0
2.6	25.0
2.8	17.0
3.0	14.0
3.2	9.0
3.4	12.0
3.6	15.0
3.8	7.0
4.0	13.0
4.2	12.0
4.4	5.0
4.6	10.0
4.8	8.0
5.0	10.0
5.2	12.0
5.4	11.0
5.6	7.0
5.8	6.0
6.0	7.0
6.2	7.0
6.4	7.0
6.6	8.0
6.8	9.0
7.0	6.0
7.2	16.0
7.4	7.0
7.6	7.0
7.8	7.0
8.0	7.0
8.2	9.0
8.4	14.0
8.6	9.0
8.8	17.0
9.0	17.0
9.2	15.0
9.4	27.0
9.6	44.0
9.8	73.0
10.0	103.0
10.2	181.0
10.4	279.0
10.6	373.0
10.8	463.0
11.0	522.0
11.2	509.0
11.4	467.0
11.6	388.0
11.8	291.0
12.0	162.0
12.2	66.0
12.4	38.0
12.6	36.0
12.8	20.0
13.0	14.0
13.2	12.0
13.4	15.0
13.6	10.0
13.8	15.0
14.0	10.0
14.2	14.0
14.4	8.0
14.6	8.0
14.8	5.0
15.0	3.0
