Distance (mm)	Counts
0.0	67.0
0.2	97.0
0.4	205.0
0.6	299.0
0.8	390.0
1.0	462.0
1.2	590.0
1.4	561.0
1.6	562.0
1.8	480.0
2.0	334.0
2.2	266.0
2.4	155.0
2.6	65.0
2.8	55.0
3.0	22.0
3.2	25.0
3.4	20.0
3.6	13.0
3.8	12.0
4.0	15.0
4.2	14.0
4.4	12.0
4.6	9.0
4.8	6.0
5.0	12.0
5.2	12.0
5.4	4.0
5.6	12.0
5.8	12.0
6.0	12.0
6.2	14.0
6.4	10.0
6.6	20.0
6.8	15.0
7.0	12.0
7.2	13.0
7.4	13.0
7.6	12.0
7.8	24.0
8.0	29.0
8.2	42.0
8.4	65.0
8.6	120.0
8.8	183.0
9.0	269.0
9.2	380.0
9.4	476.0
9.6	512.0
9.8	615.0
10.0	537.0
10.2	457.0
10.4	344.0
10.6	220.0
10.8	92.0
11.0	62.0
11.2	43.0
11.4	26.0
11.6	15.0
11.8	26.0
12.0	15.0
12.2	10.0
12.4	17.0
12.6	13.0
12.8	4.0
13.0	11.0
13.2	6.0
13.4	6.0
13.6	10.0
13.8	11.0
14.0	11.0
14.2	10.0
14.4	13.0
14.6	10.0
14.8	6.0
15.0	4.0
