Distance (mm)	Counts
0.0	14.0
0.2	12.0
0.4	15.0
0.6	17.0
0.8	32.0
1.0	36.0
1.2	83.0
1.4	155.0
1.6	221.0
1.8	353.0
2.0	429.0
2.2	494.0
2.4	541.0
2.6	489.0
2.8	411.0
3.0	378.0
3.2	232.0
3.4	152.0
3.6	76.0
3.8	61.0
4.0	39.0
4.2	33.0
4.4	15.0
4.6	20.0
4.8	16.0
5.0	12.0
5.2	19.0
5.4	9.0
5.6	9.0
5.8	8.0
6.0	10.0
6.2	11.0
6.4	6.0
6.6	10.0
6.8	8.0
7.0	5.0
7.2	11.0
7.4	13.0
7.6	11.0
7.8	14.0
8.0	5.0
8.2	15.0
8.4	19.0
8.6	15.0
8.8	21.0
9.0	22.0
9.2	24.0
9.4	30.0
9.6	51.0
9.8	99.0
10.0	176.0
10.2	289.0
10.4	376.0
10.6	523.0
10.8	570.0
11.0	551.0
11.2	547.0
11.4	423.0
11.6	342.0
11.8	225.0
12.0	122.0
12.2	55.0
12.4	35.0
12.6	32.0
12.8	18.0
13.0	21.0
13.2	12.0
13.4	11.0
13.6	14.0
13.8	11.0
14.0	13.0
14.2	12.0
14.4	9.0
14.6	8.0
14.8	7.0
15.0	6.0
