Distance (mm)	Counts
0.0	7.0
0.2	6.0
0.4	13.0
0.6	12.0
0.8	8.0
1.0	15.0
1.2	8.0
1.4	5.0
1.6	16.0
1.8	9.0
2.0	11.0
2.2	9.0
2.4	9.0
2.6	9.0
2.8	11.0
3.0	9.0
3.2	24.0
3.4	10.0
3.6	17.0
3.8	16.0
4.0	21.0
4.2	15.0
4.4	21.0
4.6	27.0
4.8	31.0
5.0	37.0
5.2	45.0
5.4	109.0
5.6	181.0
5.8	322.0
6.0	460.0
6.2	635.0
6.4	834.0
6.6	1054.0
6.8	1053.0
7.0	1093.0
7.2	982.0
7.4	800.0
7.6	597.0
7.8	498.0
8.0	358.0
8.2	216.0
8.4	164.0
8.6	93.0
8.8	60.0
9.0	55.0
9.2	43.0
9.4	22.0
9.6	25.0
9.8	22.0
10.0	26.0
10.2	13.0
10.4	20.0
10.6	12.0
10.8	9.0
11.0	8.0
11.2	13.0
11.4	19.0
11.6	7.0
11.8	18.0
12.0	16.0
12.2	17.0
12.4	16.0
12.6	11.0
12.8	7.0
13.0	8.0
13.2	7.0
13.4	7.0
13.6	9.0
13.8	13.0
14.0	8.0
14.2	6.0
14.4	4.0
14.6	11.0
14.8	7.0
15.0	9.0
