Distance (mm)	Counts
0.0	248.0
0.2	396.0
0.4	494.0
0.6	523.0
0.8	551.0
1.0	470.0
1.2	422.0
1.4	317.0
1.6	198.0
1.8	95.0
2.0	44.0
2.2	44.0
2.4	22.0
2.6	19.0
2.8	12.0
3.0	14.0
3.2	13.0
3.4	17.0
3.6	8.0
3.8	11.0
4.0	4.0
4.2	6.0
4.4	11.0
4.6	10.0
4.8	7.0
5.0	9.0
5.2	9.0
5.4	4.0
5.6	7.0
5.8	6.0
6.0	4.0
6.2	8.0
6.4	6.0
6.6	8.0
6.8	7.0
7.0	9.0
7.2	8.0
7.4	4.0
7.6	10.0
7.8	5.0
8.0	8.0
8.2	9.0
8.4	12.0
8.6	12.0
8.8	9.0
9.0	12.0
9.2	17.0
9.4	24.0
9.6	24.0
9.8	25.0
10.0	38.0
10.2	75.0
10.4	144.0
10.6	225.0
10.8	367.0
11.0	425.0
11.2	479.0
11.4	509.0
11.6	443.0
11.8	438.0
12.0	313.0
12.2	200.0
12.4	122.0
12.6	55.0
12.8	31.0
13.0	23.0
13.2	23.0
13.4	14.0
13.6	11.0
13.8	11.0
14.0	13.0
14.2	8.0
14.4	12.0
14.6	9.0
14.8	9.0
15.0	8.0
