Distance (mm)	Counts
0.0	11.0
0.2	7.0
0.4	12.0
0.6	13.0
0.8	11.0
1.0	13.0
1.2	21.0
1.4	14.0
1.6	29.0
1.8	30.0
2.0	51.0
2.2	53.0
2.4	89.0
2.6	161.0
2.8	237.0
3.0	292.0
3.2	397.0
3.4	461.0
3.6	555.0
3.8	595.0
4.0	498.0
4.2	531.0
4.4	386.0
4.6	266.0
4.8	162.0
5.0	113.0
5.2	119.0
5.4	107.0
5.6	166.0
5.8	305.0
6.0	394.0
6.2	530.0
6.4	543.0
6.6	591.0
6.8	580.0
7.0	506.0
7.2	401.0
7.4	317.0
7.6	149.0
7.8	75.0
8.0	47.0
8.2	45.0
8.4	28.0
8.6	10.0
8.8	17.0
9.0	23.0
9.2	24.0
9.4	11.0
9.6	13.0
9.8	14.0
10.0	14.0
10.2	10.0
10.4	6.0
10.6	21.0
10.8	10.0
11.0	14.0
11.2	10.0
11.4	4.0
11.6	4.0
11.8	9.0
12.0	9.0
12.2	6.0
12.4	5.0
12.6	7.0
12.8	2.0
13.0	4.0
13.2	8.0
13.4	8.0
13.6	4.0
13.8	8.0
14.0	6.0
14.2	6.0
14.4	10.0
14.6	9.0
14.8	8.0
15.0	6.0
