Distance (mm)	Counts
0.0	50.0
0.2	112.0
0.4	204.0
0.6	294.0
0.8	384.0
1.0	447.0
1.2	555.0
1.4	463.0
1.6	454.0
1.8	350.0
2.0	280.0
2.2	188.0
2.4	79.0
2.6	38.0
2.8	26.0
3.0	24.0
3.2	15.0
3.4	19.0
3.6	16.0
3.8	9.0
4.0	12.0
4.2	11.0
4.4	10.0
4.6	11.0
4.8	11.0
5.0	11.0
5.2	12.0
5.4	9.0
5.6	7.0
5.8	10.0
6.0	7.0
6.2	6.0
6.4	9.0
6.6	8.0
6.8	4.0
7.0	6.0
7.2	6.0
7.4	7.0
7.6	10.0
7.8	12.0
8.0	11.0
8.2	7.0
8.4	10.0
8.6	16.0
8.8	13.0
9.0	11.0
9.2	16.0
9.4	12.0
9.6	16.0
9.8	22.0
10.0	36.0
10.2	64.0
10.4	113.0
10.6	167.0
10.8	334.0
11.0	399.0
11.2	448.0
11.4	530.0
11.6	563.0
11.8	466.0
12.0	393.0
12.2	267.0
12.4	158.0
12.6	110.0
12.8	37.0
13.0	29.0
13.2	21.0
13.4	15.0
13.6	21.0
13.8	9.0
14.0	10.0
14.2	10.0
14.4	8.0
14.6	5.0
14.8	13.0
15.0	6.0
