Distance (mm)	Counts
0.0	137.0
0.2	204.0
0.4	322.0
0.6	399.0
0.8	491.0
1.0	530.0
1.2	543.0
1.4	396.0
1.6	321.0
1.8	217.0
2.0	126.0
2.2	71.0
2.4	50.0
2.6	26.0
2.8	17.0
3.0	19.0
3.2	17.0
3.4	14.0
3.6	10.0
3.8	9.0
4.0	6.0
4.2	13.0
4.4	8.0
4.6	7.0
4.8	8.0
5.0	12.0
5.2	12.0
5.4	2.0
5.6	9.0
5.8	10.0
6.0	6.0
6.2	14.0
6.4	11.0
6.6	5.0
6.8	6.0
7.0	7.0
7.2	8.0
7.4	8.0
7.6	5.0
7.8	8.0
8.0	8.0
8.2	12.0
8.4	14.0
8.6	8.0
8.8	19.0
9.0	3.0
9.2	15.0
9.4	20.0
9.6	17.0
9.8	23.0
10.0	30.0
10.2	49.0
10.4	92.0
10.6	148.0
10.8	267.0
11.0	363.0
11.2	459.0
11.4	499.0
11.6	502.0
11.8	450.0
12.0	395.0
12.2	295.0
12.4	192.0
12.6	95.0
12.8	45.0
13.0	32.0
13.2	26.0
13.4	20.0
13.6	13.0
13.8	12.0
14.0	6.0
14.2	14.0
14.4	13.0
14.6	8.0
14.8	6.0
15.0	5.0
