Distance (mm)	Counts
0.0	15.0
0.2	14.0
0.4	26.0
0.6	21.0
0.8	41.0
1.0	53.0
1.2	128.0
1.4	218.0
1.6	312.0
1.8	356.0
2.0	497.0
2.2	517.0
2.4	491.0
2.6	476.0
2.8	409.0
3.0	280.0
3.2	188.0
3.4	109.0
3.6	53.0
3.8	45.0
4.0	38.0
4.2	21.0
4.4	12.0
4.6	15.0
4.8	13.0
5.0	14.0
5.2	21.0
5.4	17.0
5.6	8.0
5.8	11.0
6.0	11.0
6.2	10.0
6.4	12.0
6.6	10.0
6.8	8.0
7.0	15.0
7.2	9.0
7.4	9.0
7.6	10.0
7.8	10.0
8.0	12.0
8.2	4.0
8.4	9.0
8.6	17.0
8.8	12.0
9.0	12.0
9.2	26.0
9.4	36.0
9.6	37.0
9.8	88.0
10.0	152.0
10.2	231.0
10.4	351.0
10.6	468.0
10.8	558.0
11.0	566.0
11.2	510.0
11.4	479.0
11.6	390.0
11.8	260.0
12.0	119.0
12.2	72.0
12.4	35.0
12.6	30.0
12.8	27.0
13.0	12.0
13.2	15.0
13.4	14.0
13.6	14.0
13.8	10.0
14.0	9.0
14.2	10.0
14.4	4.0
14.6	9.0
14.8	11.0
15.0	8.0
