Distance (mm)	Counts
0.0	9.0
0.2	8.0
0.4	12.0
0.6	7.0
0.8	13.0
1.0	8.0
1.2	21.0
1.4	20.0
1.6	16.0
1.8	30.0
2.0	27.0
2.2	32.0
2.4	59.0
2.6	121.0
2.8	202.0
3.0	254.0
3.2	371.0
3.4	485.0
3.6	508.0
3.8	551.0
4.0	521.0
4.2	448.0
4.4	372.0
4.6	273.0
4.8	198.0
5.0	114.0
5.2	75.0
5.4	49.0
5.6	29.0
5.8	24.0
6.0	26.0
6.2	16.0
6.4	14.0
6.6	21.0
6.8	14.0
7.0	12.0
7.2	18.0
7.4	22.0
7.6	18.0
7.8	25.0
8.0	22.0
8.2	30.0
8.4	46.0
8.6	70.0
8.8	84.0
9.0	201.0
9.2	323.0
9.4	461.0
9.6	514.0
9.8	587.0
10.0	562.0
10.2	558.0
10.4	456.0
10.6	343.0
10.8	190.0
11.0	124.0
11.2	63.0
11.4	35.0
11.6	25.0
11.8	17.0
12.0	16.0
12.2	16.0
12.4	10.0
12.6	16.0
12.8	14.0
13.0	10.0
13.2	15.0
13.4	9.0
13.6	8.0
13.8	6.0
14.0	10.0
14.2	9.0
14.4	7.0
14.6	5.0
14.8	5.0
15.0	5.0
