Distance (mm)	Counts
0.0	8.0
0.2	22.0
0.4	30.0
0.6	43.0
0.8	79.0
1.0	102.0
1.2	143.0
1.4	280.0
1.6	375.0
1.8	491.0
2.0	563.0
2.2	587.0
2.4	560.0
2.6	568.0
2.8	430.0
3.0	319.0
3.2	205.0
3.4	102.0
3.6	66.0
3.8	34.0
4.0	34.0
4.2	26.0
4.4	18.0
4.6	13.0
4.8	16.0
5.0	17.0
5.2	21.0
5.4	15.0
5.6	23.0
5.8	16.0
6.0	12.0
6.2	13.0
6.4	22.0
6.6	27.0
6.8	43.0
7.0	42.0
7.2	85.0
7.4	117.0
7.6	251.0
7.8	379.0
8.0	450.0
8.2	557.0
8.4	585.0
8.6	599.0
8.8	503.0
9.0	415.0
9.2	337.0
9.4	196.0
9.6	89.0
9.8	43.0
10.0	23.0
10.2	29.0
10.4	22.0
10.6	16.0
10.8	14.0
11.0	15.0
11.2	14.0
11.4	6.0
11.6	15.0
11.8	11.0
12.0	17.0
12.2	7.0
12.4	7.0
12.6	8.0
12.8	3.0
13.0	8.0
13.2	8.0
13.4	5.0
13.6	4.0
13.8	3.0
14.0	7.0
14.2	2.0
14.4	5.0
14.6	6.0
14.8	5.0
15.0	11.0
