Distance (mm)	Counts
0.0	256.0
0.2	372.0
0.4	453.0
0.6	548.0
0.8	554.0
1.0	490.0
1.2	434.0
1.4	256.0
1.6	209.0
1.8	114.0
2.0	60.0
2.2	35.0
2.4	29.0
2.6	18.0
2.8	15.0
3.0	19.0
3.2	8.0
3.4	12.0
3.6	7.0
3.8	10.0
4.0	18.0
4.2	5.0
4.4	11.0
4.6	5.0
4.8	4.0
5.0	6.0
5.2	10.0
5.4	12.0
5.6	13.0
5.8	9.0
6.0	6.0
6.2	8.0
6.4	8.0
6.6	13.0
6.8	10.0
7.0	10.0
7.2	5.0
7.4	12.0
7.6	9.0
7.8	8.0
8.0	8.0
8.2	10.0
8.4	7.0
8.6	13.0
8.8	7.0
9.0	9.0
9.2	17.0
9.4	17.0
9.6	26.0
9.8	28.0
10.0	42.0
10.2	59.0
10.4	143.0
10.6	199.0
10.8	313.0
11.0	403.0
11.2	493.0
11.4	511.0
11.6	524.0
11.8	467.0
12.0	341.0
12.2	263.0
12.4	155.0
12.6	72.0
12.8	40.0
13.0	22.0
13.2	14.0
13.4	21.0
13.6	14.0
13.8	10.0
14.0	10.0
14.2	6.0
14.4	2.0
14.6	9.0
14.8	15.0
15.0	10.0
