Distance (mm)	Counts
0.0	61.0
0.2	152.0
0.4	266.0
0.6	391.0
0.8	445.0
1.0	543.0
1.2	548.0
1.4	518.0
1.6	458.0
1.8	355.0
2.0	240.0
2.2	172.0
2.4	90.0
2.6	55.0
2.8	30.0
3.0	19.0
3.2	16.0
3.4	12.0
3.6	17.0
3.8	16.0
4.0	9.0
4.2	12.0
4.4	19.0
4.6	9.0
4.8	15.0
5.0	18.0
5.2	8.0
5.4	10.0
5.6	10.0
5.8	6.0
6.0	7.0
6.2	9.0
6.4	10.0
6.6	4.0
6.8	15.0
7.0	9.0
7.2	16.0
7.4	15.0
7.6	20.0
7.8	18.0
8.0	22.0
8.2	33.0
8.4	40.0
8.6	52.0
8.8	80.0
9.0	157.0
9.2	265.0
9.4	372.0
9.6	410.0
9.8	536.0
10.0	526.0
10.2	564.0
10.4	432.0
10.6	377.0
10.8	202.0
11.0	165.0
11.2	64.0
11.4	35.0
11.6	27.0
11.8	18.0
12.0	17.0
12.2	16.0
12.4	10.0
12.6	15.0
12.8	11.0
13.0	10.0
13.2	12.0
13.4	4.0
13.6	9.0
13.8	14.0
14.0	9.0
14.2	9.0
14.4	6.0
14.6	5.0
14.8	7.0
15.0	3.0
