Distance (mm)	Counts
0.0	44.0
0.2	105.0
0.4	167.0
0.6	241.0
0.8	339.0
1.0	418.0
1.2	504.0
1.4	497.0
1.6	471.0
1.8	433.0
2.0	336.0
2.2	204.0
2.4	120.0
2.6	74.0
2.8	33.0
3.0	28.0
3.2	23.0
3.4	23.0
3.6	20.0
3.8	7.0
4.0	6.0
4.2	9.0
4.4	10.0
4.6	14.0
4.8	13.0
5.0	13.0
5.2	7.0
5.4	13.0
5.6	9.0
5.8	10.0
6.0	5.0
6.2	10.0
6.4	11.0
6.6	13.0
6.8	7.0
7.0	9.0
7.2	11.0
7.4	4.0
7.6	6.0
7.8	11.0
8.0	6.0
8.2	13.0
8.4	7.0
8.6	7.0
8.8	11.0
9.0	13.0
9.2	15.0
9.4	19.0
9.6	29.0
9.8	25.0
10.0	53.0
10.2	52.0
10.4	109.0
10.6	197.0
10.8	317.0
11.0	396.0
11.2	493.0
11.4	553.0
11.6	535.0
11.8	480.0
12.0	401.0
12.2	236.0
12.4	158.0
12.6	82.0
12.8	27.0
13.0	19.0
13.2	14.0
13.4	19.0
13.6	14.0
13.8	17.0
14.0	7.0
14.2	11.0
14.4	10.0
14.6	7.0
14.8	9.0
15.0	10.0
