Distance (mm)	Counts
0.0	10.0
0.2	14.0
0.4	9.0
0.6	9.0
0.8	8.0
1.0	4.0
1.2	3.0
1.4	9.0
1.6	11.0
1.8	10.0
2.0	7.0
2.2	10.0
2.4	9.0
2.6	7.0
2.8	7.0
3.0	12.0
3.2	13.0
3.4	18.0
3.6	20.0
3.8	30.0
4.0	28.0
4.2	32.0
4.4	58.0
4.6	97.0
4.8	152.0
5.0	266.0
5.2	308.0
5.4	452.0
5.6	523.0
5.8	580.0
6.0	565.0
6.2	502.0
6.4	449.0
6.6	343.0
6.8	293.0
7.0	297.0
7.2	382.0
7.4	428.0
7.6	525.0
7.8	622.0
8.0	631.0
8.2	555.0
8.4	518.0
8.6	363.0
8.8	283.0
9.0	161.0
9.2	78.0
9.4	56.0
9.6	37.0
9.8	25.0
10.0	25.0
10.2	12.0
10.4	17.0
10.6	16.0
10.8	19.0
11.0	16.0
11.2	17.0
11.4	12.0
11.6	12.0
11.8	11.0
12.0	15.0
12.2	12.0
12.4	4.0
12.6	7.0
12.8	12.0
13.0	8.0
13.2	7.0
13.4	11.0
13.6	5.0
13.8	8.0
14.0	12.0
14.2	5.0
14.4	8.0
14.6	3.0
14.8	7.0
15.0	11.0
