Distance (mm)	Counts
0.0	227.0
0.2	380.0
0.4	438.0
0.6	509.0
0.8	525.0
1.0	515.0
1.2	421.0
1.4	282.0
1.6	218.0
1.8	98.0
2.0	52.0
2.2	48.0
2.4	30.0
2.6	20.0
2.8	14.0
3.0	21.0
3.2	7.0
3.4	9.0
3.6	16.0
3.8	11.0
4.0	14.0
4.2	9.0
4.4	6.0
4.6	9.0
4.8	7.0
5.0	8.0
5.2	10.0
5.4	8.0
5.6	10.0
5.8	11.0
6.0	6.0
6.2	13.0
6.4	11.0
6.6	10.0
6.8	2.0
7.0	8.0
7.2	5.0
7.4	4.0
7.6	5.0
7.8	7.0
8.0	7.0
8.2	8.0
8.4	10.0
8.6	13.0
8.8	9.0
9.0	10.0
9.2	17.0
9.4	18.0
9.6	25.0
9.8	34.0
10.0	33.0
10.2	50.0
10.4	91.0
10.6	189.0
10.8	289.0
11.0	405.0
11.2	456.0
11.4	555.0
11.6	509.0
11.8	449.0
12.0	344.0
12.2	253.0
12.4	139.0
12.6	92.0
12.8	47.0
13.0	15.0
13.2	23.0
13.4	15.0
13.6	8.0
13.8	18.0
14.0	14.0
14.2	7.0
14.4	13.0
14.6	8.0
14.8	6.0
15.0	7.0
