Distance (mm)	Counts
0.0	231.0
0.2	317.0
0.4	411.0
0.6	468.0
0.8	545.0
1.0	560.0
1.2	473.0
1.4	371.0
1.6	273.0
1.8	145.0
2.0	84.0
2.2	50.0
2.4	47.0
2.6	34.0
2.8	21.0
3.0	16.0
3.2	20.0
3.4	12.0
3.6	15.0
3.8	19.0
4.0	8.0
4.2	8.0
4.4	11.0
4.6	15.0
4.8	10.0
5.0	7.0
5.2	4.0
5.4	4.0
5.6	8.0
5.8	3.0
6.0	10.0
6.2	5.0
6.4	12.0
6.6	9.0
6.8	12.0
7.0	6.0
7.2	9.0
7.4	17.0
7.6	10.0
7.8	12.0
8.0	12.0
8.2	16.0
8.4	19.0
8.6	24.0
8.8	16.0
9.0	28.0
9.2	38.0
9.4	80.0
9.6	101.0
9.8	187.0
10.0	349.0
10.2	385.0
10.4	420.0
10.6	518.0
10.8	502.0
11.0	505.0
11.2	408.0
11.4	265.0
11.6	145.0
11.8	81.0
12.0	28.0
12.2	26.0
12.4	25.0
12.6	18.0
12.8	23.0
13.0	10.0
13.2	11.0
13.4	7.0
13.6	6.0
13.8	17.0
14.0	13.0
14.2	8.0
14.4	2.0
14.6	6.0
14.8	5.0
15.0	9.0
